id,title,price,link_item,discount_percent,sold_quantity,rating,details
21,adidas Chạy Giày Ultrabounce Nam trắng HP5771,1650000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-ultrabounce-nam-trang-hp5771-i2138631342.html,25,190,4.3,Dáng regular fit Có dây giày Thân giày bằng vải dệt Đế giữa Bounce Lớp lót bằng vải dệt Trọng lượng 6648 g size UK 85 Đế ngoài bằng cao su Bạn đã sẵn sàng nâng dần cường độ tập luyện Đôi giày adidas này giúp bạn sải bước tiếp theo trên hành trình chạy bộ Đệm Bounce siêu nhẹ mang đến cảm giác thoải mái và linh hoạt để trợ lực cho bạn khi tăng cường cự ly trên đường chạy hàng ngày Đế ngoài bằng cao su bền bỉ đảm bảo độ bám trên nhiều bề mặt đa dạng để bạn tự tin sải bước
22,adidas Chạy Giày Questar Nam Màu xanh da trời HP2436,1540000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-questar-nam-mau-xanh-da-troi-hp2436-i2272696060.html,30,28,3.3,Dáng regular fit Có dây giày Thân giày bằng vải dệt Cổ giày lót đệm Geofit Lớp lót bằng vải dệt Đế giữa Bounce Đế ngoài bằng cao su Hôm nào cũng là một ngày tuyệt vời để chạy bộ khi bạn mang đôi giày adidas này Cổ giày lót đệm cho độ ôm vừa vặn và chắc chắn cùng lớp đệm siêu nhẹ bên dưới tăng thêm độ linh hoạt cho sải bước thoải mái từ lúc bàn chân tiếp đất cho tới khi bật lên Làm từ một nhóm chất liệu tái chế thân giày có chứa ít nhất 50 thành phần tái chế Sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
23,adidas Phong cách sống Giày Racer TR21 Nam Đen GZ8184,1400000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-giay-racer-tr21-nam-den-gz8184-i1642384869.html,22,47,3.5,Có dây giày Thân giày bằng vải dệt Cảm giác mềm mại Đế giữa Cloudfoam Lớp lót bằng vải dệt Đế ngoài bằng cao su Mang phong cách thể thao và thoải mái của giày chạy bộ đến cho outfit hàng ngày của bạn với đôi giày adidas này Tự tin sải bước suốt ngày dài nhờ kiểu dáng ôm vừa khít và đế giữa siêu nhẹ nâng niu đôi chân bạn trong từng bước đi Sản phẩm này may bằng vải công nghệ Primegreen thuộc dòng chất liệu tái chế hiệu năng cao Thân giày chứa 50 thành phần tái chế Không sử dụng polyester nguyên sinh
24,adidas Bóng rổ Giày Trainer Dame 9 Low Unisex trắng IG6603,3200000,https://www.lazada.vn/products/adidas-bong-ro-giay-trainer-dame-9-low-unisex-trang-ig6603-i2810589453-s13704567932.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Aadidas%252BB%2525C3%2525B3ng%252Br%2525E1%2525BB%252595%252BGi%2525C3%2525A0y%252BBYW%252BSelect%252BUnisex%252BBe%252BIE9307%253Bnid%253A2810589453%253Bsrc%253ALazadaMainSrp%253Brn%253Ad9d7c4e8866b4163f64d92cdcdaa7629%253Bregion%253Avn%253Bsku%253A2810589453_VNAMZ%253Bprice%253A3200000%253Bclient%253Adesktop%253Bsupplier_id%253A200160891318%253Bbiz_source%253Ah5_internal%253Bslot%253A1%253Butlog_bucket_id%253A470687%253Basc_category_id%253A7532%253Bitem_id%253A2810589453%253Bsku_id%253A13704567932%253Bshop_id%253A1315546%253BtemplateInfo%253A107883_D_E%2523116809_A0%2523-1_A3_C%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=vi&location=B%C3%ACnh%20D%C6%B0%C6%A1ng&price=3.2E%206&priceCompare=skuId%3A13704567932%3Bsource%3Alazada-search-voucher%3Bsn%3Ad9d7c4e8866b4163f64d92cdcdaa7629%3BoriginPrice%3A3200000%3BdisplayPrice%3A3200000%3BsinglePromotionId%3A-1%3BsingleToolCode%3A-1%3BvoucherPricePlugin%3A0%3Btimestamp%3A1731560005856&ratingscore=&request_id=d9d7c4e8866b4163f64d92cdcdaa7629&review=&sale=0&search=1&source=search&spm=a2o4n.searchlist.list.1&stock=1,0,5,3.6,Dáng regular fit Có dây giày Thân giày bằng chất liệu tổng hợp Lớp lót bằng vải dệt Lớp đệm Lightstrike Đế ngoài bằng cao su Thay đổi là điều không thể tránh khỏi đối với một siêu sao thay đổi cuộc chơi như Damian Lillard Đôi giày Signature mới nhất đến từ Dame và adidas Basketball đại diện cho quá trình lột xác đã đưa Dame từ vị trí một cầu thủ bị đánh giá thấp và xem nhẹ tới vị thế đẳng cấp bóng rổ cao nhất thế giới Thiết kế hoàn toàn mới của đôi giày trainer chuyên dụng này mang đến cảm giác nhẹ hơn và thuôn gọn hơn kết hợp kiểu dáng vừa khít của kết cấu bootie bên trong với thanh Torsion toàn phần tạo độ cứng theo phương ngang và đế giữa Lightstrike siêu nhẹ giúp bạn di chuyển hết tốc lực Với thiết kế cho độ cố định vượt trội đôi giày này dễ dàng nâng đỡ mọi chuyển động linh hoạt nhất trên sân để giống như Dame bạn cũng có thể định đoạt kết quả trận đấu
25,adidas Bóng rổ Giày Dame 8 EXTPLY Unisex Đỏ IF1506,2720000,https://www.lazada.vn/products/adidas-bong-ro-giay-dame-8-extply-unisex-do-if1506-i2663590849-s13031833648.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Aadidas%252BB%2525C3%2525B3ng%252Br%2525E1%2525BB%252595%252BGi%2525C3%2525A0y%252BRivalry%252B86%252BLow%252BNam%252B%2525C4%252590en%252BIE7160%253Bnid%253A2663590849%253Bsrc%253ALazadaMainSrp%253Brn%253Aba440380479a3922ed4552f25ee69598%253Bregion%253Avn%253Bsku%253A2663590849_VNAMZ%253Bprice%253A2720000%253Bclient%253Adesktop%253Bsupplier_id%253A200160891318%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A7532%253Bitem_id%253A2663590849%253Bsku_id%253A13031833648%253Bshop_id%253A1315546%253BtemplateInfo%253A107883_D_E%2523116809_A0%2523-1_A3_C%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=vi&location=B%C3%ACnh%20D%C6%B0%C6%A1ng&price=2.72E%206&priceCompare=skuId%3A13031833648%3Bsource%3Alazada-search-voucher%3Bsn%3Aba440380479a3922ed4552f25ee69598%3BoriginPrice%3A2720000%3BdisplayPrice%3A2720000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1731560276375&ratingscore=5.0&request_id=ba440380479a3922ed4552f25ee69598&review=1&sale=3&search=1&source=search&spm=a2o4n.searchlist.list.2&stock=1,15,12,3.7,Dáng regular fit Có dây giày Thân giày bằng vải dệt Kết cấu boot bên trong Đế giữa Bounce Mũi giày chống mài mòn Đế ngoài bằng cao su có các mảng vân xương cá Không bao giờ bỏ cuộc Nhất là khi bạn đã có đôi giày trainer signature mới nhất đến từ Damian Lillard và adidas Basketball Với thiết kế bền bỉ vượt trội đôi giày Dame 8 EXTPLY này có đế giữa Bounce linh hoạt kết hợp độ ổn định tăng cường với lớp đệm siêu nhẹ linh hoạt Kết cấu tất bên trong và tấm TPU tạo đà giúp bạn luôn tự tin và vững vàng trong mọi chuyển động bất kể khi dành nhiều giờ liền trong phòng gym luyện ném bóng xa hay lúc ghi điểm quyết định hệt như một trong những cầu thủ bóng rổ xuất sắc nhất
26,adidas Phong cách sống Giày Alphabounce Sustainable Bounce Nam trắng HP6143,1750000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-giay-alphabounce-sustainable-bounce-nam-trang-hp6143-i2273011330.html,30,151,4.5,Dáng regular fit Có dây giày Thân giày bằng vải lưới Lớp lót bằng vải dệt Đế giữa kết hợp đệm Bounce và Cloudfoam Đế ngoài Adiwear Đi dạo quanh khu phố hoặc đến phòng gym với đôi giày adidas Alphabounce Thân giày bằng vải lưới mềm mại và thoáng khí giúp bạn luôn thoải mái khi di chuyển Đế giữa Bounce cho sải bước êm ái và đàn hồi cùng lớp đệm Cloudfoam ở gót giày nâng niu từng bước chân để bạn nhẹ nhàng lướt qua cả ngày dài phía trước
27,adidas Chạy Giày Duramo SL Nam Màu xanh da trời GV7126,1350000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-duramo-sl-nam-mau-xanh-da-troi-gv7126-i2662190251.html,25,194,3.9,Dáng regular fit Có dây giày Thân giày bằng vải lưới với gót bằng cao su neoprene Cảm giác siêu nhẹ Đế giữa Lightmotion Lớp lót bằng vải dệt Đế ngoài bằng chất liệu tổng hợp Quyết tâm tăng tốc sau mỗi buổi chạy Thân giày bằng vải lưới và gót giày bằng cao su neoprene mềm mại đem đến cho đôi giày chạy bộ này vẻ ngoài đậm chất kỹ thuật và độ ôm thoải mái nâng đỡ Khi bạn đã sẵn sàng bứt tốc đế giữa Lightmotion siêu nhẹ cũng sẵn sàng đáp ứng
28,adidas Chạy Giày Duramo SL Nam Đen H04624,1350000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-duramo-sl-nam-den-h04624-i1699717094.html,25,336,4.2,Dáng regular fit Có dây giày Thân giày bằng vải lưới với gót bằng cao su neoprene Cảm giác siêu nhẹ Đế giữa Lightmotion Lớp lót bằng vải dệt Đế ngoài bằng chất liệu tổng hợp Quyết tâm tăng tốc sau mỗi buổi chạy Thân giày bằng vải lưới và gót giày bằng cao su neoprene mềm mại đem đến cho đôi giày chạy bộ này vẻ ngoài đậm chất kỹ thuật và độ ôm thoải mái nâng đỡ Khi bạn đã sẵn sàng bứt tốc đế giữa Lightmotion siêu nhẹ cũng sẵn sàng đáp ứng
29,adidas Chạy Giày Adizero Adios 8 Nam Màu xanh da trời ID3631,2450000,adidas Chạy Giày Adizero Adios 8 Nam Màu xanh da trời ID3631 | Lazada.vn,30,323,4.6,Dáng regular fit Có dây giày Thân giày bằng vải lưới siêu nhẹ Cảm giác bùng nổ Các thanh TORSIONROD tăng cường truyền lực Đệm Lightstrike Pro Trọng lượng 207 gram size UK 85 Đế ngoài Continental Rubber Chinh phục kỷ lục cá nhân mới với mẫu Giày Adizero Adios 8 này Thân giày kiểu mới làm từ vải lưới siêu nhẹ và thoáng khí và bên dưới là sự kết hợp giữa mút foam LIGHTSTRIKE 20 và LIGHTSTRIKE PRO siêu nhẹ Sự kết hợp ấy giúp đôi giày này đủ tốc độ cho ngày thi đấu đồng thời cũng bền bỉ cùng bạn tập luyện hàng ngày Công nghệ ENERGYTORSION ROD 20 cải tiến được trang bị ở đế giữa bổ sung thanh thứ ba chạy từ giữa bàn chân tới mũi chân cho cảm giác gọn ghẽ khi cất bước Kết quả là Một đôi giày chạy bộ giúp bạn chạy nhanh hơn và lâu hơn bao giờ hết đồng thời mang lại độ cứng cáp mà mềm mại và tăng cường truyền lực
30,adidas Quần vợt Giày Grand Court Cloudfoam Comfort Nam trắng ID4465,1400000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-quan-vot-giay-grand-court-cloudfoam-comfort-nam-trang-id4465-i2300417307.html,30,332,3.7,Dáng regular fit Có dây giày Thân giày bằng da tổng hợp Lót giày Cloudfoam Comfort Lớp lót bằng vải dệt Đế ngoài bằng cao su Nếu bạn chỉ được phép có một đôi giày sneaker thì có lẽ đó chính là đôi giày này Đôi giày adidas Grand Court này có 3 Sọc kinh điển giúp phong cách sneaker của bạn luôn gọn gàng và chỉn chu Lớp đệm Cloudfoam Comfort mang lại cảm giác mềm mại và êm ái bên trong Kết hợp đôi giày này cùng bất kỳ chiếc quần yêu thích nào của bạn bởi đây là đôi giày sẽ đồng hành cùng bạn đi khắp mọi nơi Làm từ một loạt chất liệu tái chế thân giày có chứa tối thiểu 50 thành phần tái chế Sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
31,adidas Phong cách sống Giày Alphaboost V1 Nam Đen HP2758,2520000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-giay-alphaboost-v1-nam-den-hp2758-i2108139866.html,30,134,4.3,Dáng regular fit Có dây giày Thân giày bằng vải lưới Lớp đệm Adiprene Đế giữa kết hợp đệm BOOST và Bounce Đế ngoài Adiwear Nâng tầm phong cách cuối tuần của bạn với đôi giày adidas Alphaboost này Hãy mang giày và xuống phố Đế giữa Bounce cho sải bước êm ái và đàn hồi Đệm BOOST ở gót giày hoàn trả năng lượng trên từng sải bước cho bạn sải bước nhẹ tênh suốt buổi chiều Làm từ một loạt chất liệu tái chế thân giày có chứa tối thiểu 50 thành phần tái chế Sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
32,adidas Phong cách sống Giày Stan Smith Unisex trắng M20325,2600000,https://www.lazada.vn/products/adidas-phong-cach-song-giay-stan-smith-unisex-trang-m20325-i2407302137.html,0,8,3.7,Dáng regular fit Có dây giày Thân giày bằng da Giày trainer tennis kinh điển Lớp lót bằng da và lót giày OrthoLite Đế cupsole bằng cao su Đúng chất kinh điển Trước đây Stan Smith từng là ngôi sao lớn của làng quần vợt Mang đôi giày adidas xứng tầm tên tuổi của ông bạn sẽ là ngôi sao đường phố Từ trên xuống dưới đôi giày kinh điển này bắt trọn tinh hoa phong cách của kiểu dáng nguyên bản năm 1971 với thiết kế bằng da tối giản và đường nét gọn gàng
33,adidas Chạy Giày Chạy Bộ Supernova Rise Nam Xám ID8782,3610000,adidas Chạy Giày Chạy Bộ Supernova Rise Nam Xám ID8782 | Lazada.vn,5,9,3.6,Dáng regular fit Có dây giày Thân giày bằng vải lưới ba lớp Hệ thống các thanh nâng đỡ Đế giữa Dreamstrike Đế ngoài Adiwear Trọng lượng 277 g size UK 85 Chúng tôi đã thiết kế đôi Supernova Rise đem đến cảm giác thoải mái tối đa trên từng sải bước Công nghệ Dreamstrike nâng niu đế giữa bằng mút foam cải tiến siêu mềm mại Bạn hỏi điều gì làm cho nó trở nên tuyệt vời như vậy Đôi giày này mang đến sự cân bằng lý tưởng giữa cảm giác thoải mái và nâng đỡ giúp bạn luôn thoải mái trên từng dặm đường Thêm vào đó bạn sẽ có được một hệ thống mút foam Support Rods dày dặn hơn truyền lực mượt mà tuyệt đối từ gót chân đến mũi chân Cuối cùng Thiết kế Gót giày Thoải mái kết hợp mút foam êm ái với chất vải dệt mềm mại để đem lại độ ôm chắc chắn hơn như thể chiếc giày đang ôm trọn gót chân
34,adidas Chạy Giày Chạy Bộ adidas Switch Fwd 2 Nam Xám IE5885,3610000,adidas Chạy Giày Chạy Bộ adidas Switch Fwd 2 Nam Xám IE5885 | Lazada.vn,5,4,4.4,Dáng regular fit Có dây giày Thân giày bằng vải dệt Lớp lót bằng vải dệt Đế ngoài Continental Rubber Trọng lượng 295 g size UK 85 Đôi giày chạy bộ adidas này biến trọng lực thành chuyển động về phía trước để mỗi buổi chạy đều dễ dàng hơn Bằng cách nào Nhờ các khoảng trống thông minh có khả năng nén chặt và giãn nở trên đế ngoài từ đó tạo đà cho từng sải bước Thân giày bằng vải dệt bền bỉ giúp bạn chinh phục cự ly và đế ngoài Continental Rubber bám tốt trong mọi điều kiện thời tiết Sản phẩm này có chứa tối thiểu 20 chất liệu tái chế Bằng cách tái sử dụng các chất liệu đã được tạo ra chúng tôi góp phần giảm thiểu lãng phí và hạn chế phụ thuộc vào các nguồn tài nguyên hữu hạn cũng như giảm phát thải từ các sản phẩm mà chúng tôi sản xuất
35,adidas Chạy Giày UltraBoost 20 Nam Đen EG0691,3750000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-ultraboost-20-nam-den-eg0691-i664276675.html,25,164,4.7,Vừa vặn như một đôi tất Có dây buộc Thân giày bằng vải dệt công nghệ adidas Primeknit Thiết kế ôm chân cố định với công nghệ Tailored Fibre Placement Giày chạy hiệu năng cao Đế giữa công nghệ Boost đàn hồi Trọng lượng 310 g cỡ Anh 85 Đế ngoài công nghệ Stretchweb làm từ cao su Continental Mỗi ngày mới Mỗi buổi chạy mới Hãy tận dụng tối đa Đôi giày hiệu năng cao này có thân giày bằng vải dệt kim ôm chân Các đường may trong trợ lực được bố trí chuẩn xác để tạo độ nâng đỡ ở đúng những vị trí cần thiết Gót giày làm từ chất liệu elastane mềm mại cho độ ôm thoải mái hơn Lớp đệm đàn hồi hoàn trả năng lượng cho từng sải bước tạo cảm giác như có thể chạy mãi mãi
36,adidas Chạy Giày Response Super 20 Nam Đen H04562,1875000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-response-super-20-nam-den-h04562-i1449558219.html,25,284,4.5,Dáng regular fit Có dây giày Thân giày bằng vải lưới gia công đặc biệt Các vùng thoáng khí và nâng đỡ Gót giày TPU nâng đỡ Lót giày EVA công nghệ Adibouncy và đế giữa Boost Trọng lượng 390 g size UK 85 Đế ngoài bằng cao su Chinh phục ngày dài thật thoải mái và sẵn sàng cho tất cả với đôi giày chạy bộ adidas này Thân giày bằng vải lưới thoáng khí giúp đôi chân bạn luôn khô thoáng kể cả khi trời nóng Lớp đệm trợ lực cho cảm giác đàn hồi trong từng sải bước Sản phẩm này có sử dụng chất liệu tái chế là một phần cam kết của chúng tôi hướng tới chấm dứt rác thải nhựa 20 thân giày làm từ chất liệu có chứa tối thiểu 50 thành phần tái chế
37,adidas Phong cách sống Giày Lite Racer Adapt 40 Nam Đen H04296,1275000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-giay-lite-racer-adapt-40-nam-den-h04296-i2662153740.html,25,217,4,Vừa vặn như đi tất Kiểu dáng slipon với quai co giãn Thân giày bằng vải lưới Lớp lót bằng vải dệt Đệm gót giày bằng TPU Đế giữa Cloudfoam Đế ngoài bằng chất liệu tổng hợp Phong cách casual dễ xỏ và tháo Bạn sẽ muốn mang đôi giày adidas này mọi ngày trong tuần Lấy cảm hứng từ các thiết kế giày chạy bộ classic đôi giày này có họa tiết adidas táo bạo ở dải băng giữa bàn chân Thân giày bằng vải lưới thoáng khí cùng đế giữa Cloudfoam siêu thoải mái Sản phẩm này may bằng vải công nghệ Primegreen thuộc dòng chất liệu tái chế hiệu năng cao Thân giày chứa 50 thành phần tái chế Không sử dụng polyester nguyên sinh
38,adidas Chạy Giày Ultrabounce Nam Xám HP5773,1650000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-ultrabounce-nam-xam-hp5773-i2154421525.html,25,388,3.8,Dáng regular fit Có dây giày Thân giày bằng vải dệt Đế giữa Bounce Lớp lót bằng vải dệt Trọng lượng 6648 g size UK 85 Đế ngoài bằng cao su Bạn đã sẵn sàng nâng dần cường độ tập luyện Đôi giày adidas này giúp bạn sải bước tiếp theo trên hành trình chạy bộ Đệm Bounce siêu nhẹ mang đến cảm giác thoải mái và linh hoạt để trợ lực cho bạn khi tăng cường cự ly trên đường chạy hàng ngày Đế ngoài bằng cao su bền bỉ đảm bảo độ bám trên nhiều bề mặt đa dạng để bạn tự tin sải bước
39,adidas Chạy Giày Chạy Bộ adidas Switch Fwd 2 Nam trắng IF6757,2660000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-quan-short-3-soc-adicolor-nam-mau-tim-hm9327-i2272554537.html,30,15,3.9,Dáng regular fit Có dây giày Thân giày bằng vải dệt Lớp lót bằng vải dệt Đế ngoài Continental Rubber Trọng lượng 295 g size UK 85 Đôi giày chạy bộ adidas này biến trọng lực thành chuyển động về phía trước để mỗi buổi chạy đều dễ dàng hơn Bằng cách nào Nhờ các khoảng trống thông minh có khả năng nén chặt và giãn nở trên đế ngoài từ đó tạo đà cho từng sải bước Thân giày bằng vải dệt bền bỉ giúp bạn chinh phục cự ly và đế ngoài Continental Rubber bám tốt trong mọi điều kiện thời tiết Sản phẩm này có chứa tối thiểu 20 chất liệu tái chế Bằng cách tái sử dụng các chất liệu đã được tạo ra chúng tôi góp phần giảm thiểu lãng phí và hạn chế phụ thuộc vào các nguồn tài nguyên hữu hạn cũng như giảm phát thải từ các sản phẩm mà chúng tôi sản xuất
40,adidas Chạy Giày Pureboost 22 Nam trắng HQ8589,2775000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-pureboost-22-nam-trang-hq8589-i2154886141.html,25,153,4.1,Dáng regular fit Có dây giày Thân giày bằng vải lưới kỹ thuật Cảm giác êm ái đàn hồi Lớp lót bằng vải dệt Đế giữa Boost Trọng lượng 339 gram size UK 85 Đế ngoài Stretchweb bằng cao su Bạn không cần chuẩn bị quá nhiều khi chạy bộ Chút snack playlist nhạc và đôi giày chạy bộ adidas này sẽ giúp bạn vững bước trên vài dặm tới Êm ái và đàn hồi Pureboost là dòng giày tập siêu thoải mái dành cho những buổi chạy cự ly ngắn hàng ngày Đế BOOST adidas hoàn trả năng lượng tuyệt vời trên từng bước chạy cùng đế ngoài bằng cao su Stretchweb linh hoạt trợ lực cho từng sải bước
